title,description,price,pagecount,publisher,writer,artist,coverartist,productcode,upc,color,format
Flash Facts TP,"(W) Mayim Bialik PhD, Various (A) Various (CA) Derek Charm Have you ever wondered what?s at the bottom of the sea? Why polar ice melts? Or which tools forensic scientists use to solve a crime?<p>Well look no further! Everyone?s favorite Scarlet Speedster is here to answer all your burning questions! Barry Allen, with the help of some of his close friends, will take readers on an exciting journey that examines everything from the vast expanse of our galaxy to the smallest living organism known to man.<p>Curated by award-winning actress and author Mayim Bialik, PhD, and featuring stories created by an all-star cast of writers and illustrators, this anthology aligns with Next Generation Science Standards and provides a helpful bridge between the lessons taught inside the classroom and our everyday lives.",5.79,,DC,Various Mayim Bialik Phd,Various,Derek Charm,OCT207086,9781779503824,Full Color,Softcover
Flash TP Vol 01 the Dastardly Death of the Rogues,"The Fastest Man Alive must solve the murder of one of his greatest foes and protect his other foes from an elusive killer in this title collection THE FLASH #1-6 and THE FLASH SECRET FILES 2010! Racing out of BLACKEST NIGHT, The Flash returns to his life in Central City - but when one of his Rogues Gallery of foes turns up murdered under mysterious circumstances, it's up to The Fastest Man Alive to solve this bizarre crime and protect those who are targeted by the killer.",8.69,228.0,DC,Geoff Johns,Scott Kolins Francis Manapul,Francis Manapul,OCT110249,9781401231958,Color,Softcover
Flash By Geoff Johns TP Book 02,"(W) Geoff Johns (A) Scott Kolins & Various (CA) Scott Kolins In these stories from THE FLASH #177-188, THE FLASH: OUR WOLRDS AT WAR #1, THE FLASH SECRET FILES #3 and DC FIRST: THE FLASH/SUPERMAN #1, Wally West finds himself without his super-speed in a darker, mirror version of Keystone City. Can a powerless Flash defeat Captain Cold and Mirror Master to save the city he loves? Plus, The Flash is shocked to learn that a strange cult is killing all the people he has ever rescued.",14.49,416.0,DC,Geoff Johns,Scott Kolins,Scott Kolins,FEB160225,9781401261016,Full Color,Softcover
Flash the Silver Age Omnibus HC Vol 02,"(W) John Broome, Gardner Fox (A) Carmine Infantino & Various (CA) Darwyn Cooke These adventures from THE FLASH #133-163 feature the Scarlet Speedster's battles with some of his best-known foes: Captain Cold, Mirror Master, Pied Piper, Reverse-Flash, Heat Wave, Trickster, Weather Wizard and more. This collection also guest-stars Kid Flash, the Golden Age Flash, the Elongated Man and Green Lantern.",57.99,784.0,DC,John Broome,Carmine Infantino,Darwyn Cooke,AUG160326,9781401265380,Full Color,Hardcover
Flash By Mark Waid TP Book 04,"(W) Mark Waid (A) Mike Wieringo & Various (CA) Mike Wieringo, Jose Marzan After the events of ZERO HOUR, the Flash-a.k.a. Wally West-gets a glimpse of the future and doesn't like what he sees! Meanwhile he and Impulse have a rematch with Kobra's forces. But something seems off about Wally's speed, which leaves him looking not quite like himself. But even as he tries to deal with his own personal problems, issues with Impulse begin to arise and Wally must seek out the help of Max Mercury. Collects THE FLASH #0 and #95-105 and THE FLASH ANNUAL #8.",20.29,368.0,DC,Mark Waid,Mike Wieringo,Mike Wieringo,JAN180397,9781401278212,Color,Softcover
Flash A Celebration of 75 Years HC,"(W) Gardner Fox & Various (A) Carmine Infantino & Various THE FLASH: A CELEBRATION OF 75 YEARS collects a wide range of stories featuring the Scarlet Speedster from his seven decades as a mainstay in the DC Comics universe. From the original Flash, Jay Garrick, to his successors Barry Allen and Wally West, the mantle of this beloved hero has made him burst beyond the printed page into a pop culture symbol. This anthology collects stories by legendary writers including Gardner Fox, John Broome and Geoff Johns.",23.19,400.0,DC,Gardner Fox,Carmine Infantino,Unknown,SEP140317,9781401251789,Full Color,Hardcover
Flash By Geoff Johns TP Book 01,"(W) Geoff Johns (A) Angel Unzueta & Various (CA) Brian Bolland Geoff Johns's unforgettable run on THE FLASH begins when Wally West finds himself without super speed in a darker, mirror version of Keystone City. Can a powerless Flash defeat Captain Cold and Mirror Master and save the city he loves? Plus, The Flash is shocked to learn that a strange cult is killing all the people he's ever rescued. Collects THE FLASH #164-176 and THE FLASH: IRON HEIGHTS #1.",14.49,368.0,DC,Geoff Johns,Angel Unzueta,Brian Bolland,AUG150268,9781401258733,Full Color,Softcover
Flash By Geoff Johns Omnibus Vol 02 HC,"(W) Geoff Johns (A) Various (CA) Michael Turner Geoff Johns brought new life to the Flash and his Rogues during his years writing the Scarlet Speedster, and this omnibus collects the second half of his stint on the series, highlighted by the onslaught of new nemesis Hunter Zolomon?a.k.a. Zoom!<p>This collection also includes a trip to Gorilla City, turmoil among the Rogues, and a meet-up with Wonder Woman, as the Cheetah and Zoom team up against our heroes! It all leads to ?Rogue War,? as the Flash?s greatest enemies battle each other, and Zoom?s final?and very personal attack?against Wally!<p>Collects The Flash #192-225, Wonder Woman #214, and The Flash: The Secret of Barry Allen #1.",57.99,,DC,Geoff Johns,Various,Michael Turner,SEP207101,9781779507501,Full Color,Hardcover
Flash By Mark Waid TP Book 07,"Acclaimed writer Mark Waid's run on The Flash continues with these adventures from the late 1990s. It's Wally West and Linda Park's wedding day-what could go wrong? Mysterious villain Cobalt Blue debuts with a surprising connection to Barry Allen! To stop him, it'll take a super-team of super speedsters, including Wally, Impulse, Jay Garrick, Jesse Quick, and Max Mercury in the epic story 'Chain Lightning'! Collects The Flash #142-150, The Flash Secret Files #1, Speed Force #1, The Life Story of the Flash graphic novel, and The Flash 80-Page Giant #1.",23.19,448.0,DC,"Mark And Augustyn, Brian Waid","Pop Mhan, Gil Kane, Joe Stanton And Others Paul Pelletier",Steven Lightle,FEB200555,9781779500199,Fc,Softcover
Flash 80 Years of the Fastest Man Alive HC,"Over the past eight decades, the Flash has remained at the forefront of popular culture thanks to all of his amazing adventures and his unforgettable rogues gallery of foes! Celebrate 80 Years of the Flash with DC, as we revisit classic comics stories from the 1940s and onward, featuring some of the Flash's greatest allies and villains, and work from some of the greatest creators ever to grace the graphic-literature medium!",17.39,384.0,DC,Gardner Fox,Harry Lampert,Jim Lee,AUG190661,9781401298135,Color,Hardcover
Flash #750 Deluxe Edition HC,"The landmark 750th issue of The Flash is now in a deluxe edition hardcover, with tales by an all-star lineup of writers and artists! As 'The Flash Age' begins, a supercharged Speed Force wreaks havoc on Barry Allen's life. Plus, the epilogue to Flash Forward finds Wally West adjusting to his newfound powers, and much more!",10.43,112.0,DC,Unknown,Unknown,Unknown,APR200670,9781779505071,Full Color,Hardcover
Final Night TP,"(W) Karl Kesel, Ron Marz (A) Various (CA) Stuart Immonen, Jose Marzan Jr. Darkness envelops the DC Universe, as the aptly named alien known as the Sun-Eater plunges the Earth into permanent night?and along with it, freezing temperatures and ecological disaster. Can DC?s greatest heroes and scientists save the day? And what does this mean for Superman, whose powers are derived from Earth?s sun? With hope all but lost, can Hal Jordan save a planet he previously turned his back on? And if so, at what cost? Collects The Final Night #1-4, Parallax: Emerald Night #1, Green Lantern #81, and The Final Night Preview #1.",9.85,,DC,Ron Marz Karl Kesel,Various,Jose Marzan Jr. Stuart Immonen,DEC207097,9781779509123,Full Color,Softcover
Final Crisis TP New Edition,"The mind-blowing miniseries is back in an expanded trade paperback collecting FINAL CRISIS #1-7, FINAL CRISIS: SUBMIT #1, FINAL CRISIS: SUPERMAN BEYOND #1-2, DC UNIVERSE #0, BATMAN #682-683 and pages from ABSOLUTE FINAL CRISIS! What happens when evil wins? Superman, Batman and the Justice League must face this reality when Darkseid and his followers win the war between light and dark!",11.59,352.0,DC,Grant Morrison,Various J. G. Jones,J. G. Jones,JAN140352,9781401245177,Color,Softcover
Fables Vol 6 Homelands TP (MR),"Collecting issues #34-41 of writer Bill Willingham's Eisner Award-winning creation, HOMELANDS follows Boy Blue on a mission of revenge as he uncovers the Adversary's true identity! Plus, the 2-part story of Jack's adventures in Hollywood and the one-shot story of Mowgli's return to Fabletown.",10.43,192.0,DC,Bill Willingham,"Steve Leialoha, David Hahn, Lan Medina And Dan Green Mark Buckingham",James Jean,JAN148352,1401205003,Color,Softcover
Fables Vol 5 the Mean Seasons TP (MR)                       ,"Written by Bill Willingham Art by Mark Buckingham, Steve Leialoha, Tony Akins & Jimmy Palmiotti Cover by James Jean Collecting issues 22 and 28-33 of the hit VERTIGO series, this trade paperback features two tales of Bigby's exploits during World War II as well as 'The Year After,' which follows the aftermath of the Adversary's attempt to conquer Fabletown - including the birth of Snow White and Bigby's children!",10.43,,DC,Unknown,Unknown,Unknown,SEP128332,9781401204860,Unknown,Unknown
Fbp Federal Bureau of Physics TP Vol 03 Standing (MR),(W) Simon Oliver (A) Alberto Ponticelli (CA) Nathan Fox Every journey starts with a single step. Cicero's started when he crashed into a TV repair shop and eventually landed in the FBP Academy. This new trade paperback collects FBP #14-19.,7.49,144.0,DC,Simon Oliver,Alberto Ponticelli,Nathan Fox,JAN150402D,9781401254346,Full Color,Softcover
Fables Vol 4 March of the Wooden Soldiers TP (MR)           ,"Written by Bill Willingham Art by Mark Buckingham & Steve Leialoha Cover by James Jean Bill Willingham's runaway hit series FABLES continues its success in this fourth trade paperback, collecting issues #19-21 and #23-27 (issue #22 will appear in a future collection) and featuring the rise of a new threat to Fabletown. Also included is the Prestige Format Special FABLES: THE LAST CASTLE. When Little Red Riding Hood suddenly walks through the gate between this world and the lost Fable Homelands, she's welcomed as a miraculous survivor by nearly everyone - everyone except her old n",10.43,,DC,Unknown,Unknown,Unknown,OCT058021,9781401202224,Unknown,Unknown
Fables Vol 3 Storybook Love TP (MR)                         ,"Written by Bill Willingham; ART by Bryan Talbot, Lan Medina, Mark Buckingham, Linda Medley, Steve Leialoha and Craig Hamilton; PAINTED COVER by James Jean In stores April 28. A new trade paperback collecting the acclaimed FABLES #11-18, including the 4-part 'Storybook Love.' Also included are the 2-part 'A Sharp Operator' and the single-issue tales 'Bag o' Bones' and 'Barleycorn Brides.' Don't miss this amazing third collection, topped off with a stunning new wraparound cover by James Jean. For more information, see the feature article. MATURE READERS SC, 7x10, 192pg, FC",10.43,,DC,Unknown,Unknown,Unknown,SEP128354,9781401202569,Unknown,Unknown
Fables Vol 2 Animal Farm TP,Unknown,8.69,,DC,Unknown,Unknown,Unknown,DEC138056,9781401200770,Color,Softcover
Fables TP Vol 21 Happily Ever After (MR),"(W) Bill Willingham (A) Mark Buckingham, Steve Leialoha (CA) Nimit Malavia In this penultimate volume of Bill Willingham's FABLES, the residents of Fabletown look to live 'happily ever after,' but there is a steep price to pay for happiness as Rose Red clashes with Snow White! Collects issues #141-149 of this Eisner-Award-winning series.",10.43,200.0,DC,Bill Willingham,Mark Buckingham,Nimit Malavia,JAN150397,9781401251321,Full Color,Softcover
Fables TP Vol 19 Snow White (MR),"In these stories from FABLES #124-129, Castle Dark is back in the hands of the Fables as Bigby sets off from Fabletown in Brian Rose's blood-fueled sports car to track down two abducted cubs. Unfortunately for Snow White, besides suffering the trauma of her missing cubs, a long-forgotten secret threatens to sabotage her marriage to Bigby. This volume also collects the backup stories starring Bufkin and Lily from issues #122-134 and the full-length tale from #124.",9.85,176.0,DC,Bill Willingham,Various Mark Buckingham,Mark Buckingham,SEP130305,9781401242480,Color,Softcover
Flash TP Vol 02 Rogues Revolution (N52) ,"The Rogues Gallery is united for the first time in The New 52 in this title collecting issues #0, 9-12 and THE FLASH ANNUAL #1! Who is behind their sudden organization, and why are they after their Captain Cold?",9.85,176.0,DC,Brian Buccellato Francis Manapul,Various Francis Manapul,Francis Manapul,NOV130229,9781401242732,Color,Softcover
